Result	Lemma	Gender	Case	Tense	Voice	Mood	Person	Number	Gloss	Part	Chapter	Adverb/particle Type	Reference	Sense
ἐγνώκαμεν	γινώσκω	-	-	perfect	active	indicative	first person	plural	I know; I understand, discern	verb	9	-	Jn 6:69,Jn 8:52,2 Co 5:16,1 Jn 2:3,1 Jn 3:16,1 Jn 4:16	to know (experientially)
ἐγνώκατέ	γινώσκω	-	-	perfect	active	indicative	second person	plural	I know; I understand, discern	verb	9	-	Jn 14:7	to know (experientially)
ἐγνώκατε	γινώσκω	-	-	perfect	active	indicative	second person	plural	I know; I understand, discern	verb	9	-	Jn 8:55,1 Jn 2:13,1 Jn 2:14,1 Jn 2:14	to know (experientially)
ἐγνώκειτε	γινώσκω	-	-	pluperfect	active	indicative	second person	plural	I know; I understand, discern	verb	9	-	Mt 12:7	to know (experientially)
ἐγνώσθη	γινώσκω	-	-	aorist	passive	indicative	third person	singular	I know; I understand, discern	verb	9	-	Lk 24:35,Ac 9:24	to be known (state)
ἔγνω	γινώσκω	-	-	aorist	active	indicative	third person	singular	I know; I understand, discern	verb	9	-	Mk 5:29,Jn 4:1	to perceive
ἔγνω	γινώσκω	-	-	aorist	active	indicative	third person	singular	I know; I understand, discern	verb	9	-	Jn 13:28,Ro 10:19,1 Co 2:16,1 Jn 3:1	to grasp (intellectually)
ἔγνω	γινώσκω	-	-	aorist	active	indicative	third person	singular	I know; I understand, discern	verb	9	-	Jn 1:10,Jn 4:53,Jn 17:25,Ro 11:34,1 Co 1:21,1 Co 8:2,2 Ti 2:19,1 Jn 4:8	to know (experientially)
ἔγνωκάς	γινώσκω	-	-	perfect	active	indicative	second person	singular	I know; I understand, discern	verb	9	-	Jn 14:9	to know (experientially)
ἔγνωκα	γινώσκω	-	-	perfect	active	indicative	first person	singular	I know; I understand, discern	verb	9	-	Jn 5:42,1 Jn 2:4	to know (experientially)
ἔγνωκαν	γινώσκω	-	-	perfect	active	indicative	third person	plural	I know; I understand, discern	verb	9	-	Jn 17:7	to know (experientially)
ἔγνωκεν	γινώσκω	-	-	perfect	active	indicative	third person	singular	I know; I understand, discern	verb	9	-	1 Co 2:11,1 Jn 3:6	to know (experientially)
ἔγνωκεν	γινώσκω	-	-	perfect	active	indicative	third person	singular	I know; I understand, discern	verb	9	-	1 Co 2:8	to grasp (intellectually)
ἔγνων	γινώσκω	-	-	aorist	active	indicative	first person	singular	I know; I understand, discern	verb	9	-	Mt 7:23,Mt 25:24,Lk 8:46,Lk 16:4,Jn 17:25,Ro 7:7	to know (experientially)
ἔγνως	γινώσκω	-	-	aorist	active	indicative	second person	singular	I know; I understand, discern	verb	9	-	Lk 19:42,Lk 19:44,Lk 24:18	to know (experientially)
ἔγνωσαν	γινώσκω	-	-	aorist	active	indicative	third person	plural	I know; I understand, discern	verb	9	-	Mt 21:45,Lk 2:43,Lk 20:19,Jn 7:26,Jn 8:27,Jn 16:3,Jn 17:8,Jn 17:25,Ro 3:17,Heb 3:10,Re 2:24	to know (experientially)
ἔγνωσαν	γινώσκω	-	-	aorist	active	indicative	third person	plural	I know; I understand, discern	verb	9	-	Jn 10:6,Jn 12:16,1 Co 2:8	to grasp (intellectually)
ἔγνωσαν	γινώσκω	-	-	aorist	active	indicative	third person	plural	I know; I understand, discern	verb	9	-	Mt 24:39,Mk 12:12	to perceive
ἔγνωσαν	γινώσκω	-	-	aorist	active	indicative	third person	plural	I know; I understand, discern	verb	9	-	Ac 17:13	to find out (learn)
ἔγνωσται	γινώσκω	-	-	perfect	passive	indicative	third person	singular	I know; I understand, discern	verb	9	-	1 Co 8:3	to be known
Ἔγνω	γινώσκω	-	-	aorist	active	indicative	third person	singular	I know; I understand, discern	verb	9	-	Jn 12:9,Jn 16:19	to know (experientially)
γλωσσῶν	γλῶσσα	feminine	genitive	-	-	-	-	plural	tongue; speech, language	noun	20	-	1 Co 12:10,1 Co 12:10,1 Co 12:28	language (supernatural) ⇔ tongue
γλωσσῶν	γλῶσσα	feminine	genitive	-	-	-	-	plural	tongue; speech, language	noun	20	-	Re 7:9,Re 11:9	people group ⇔ language
γλώσσαις	γλῶσσα	feminine	dative	-	-	-	-	plural	tongue; speech, language	noun	20	-	Re 10:11	people group ⇔ language
γλώσσαις	γλῶσσα	feminine	dative	-	-	-	-	plural	tongue; speech, language	noun	20	-	Mk 16:17,Ac 2:4,Ac 2:11,Ac 10:46,Ac 19:6,1 Co 12:30,1 Co 13:1,1 Co 14:5,1 Co 14:5,1 Co 14:6,1 Co 14:18,1 Co 14:23,1 Co 14:39	language (supernatural) ⇔ tongue
γλώσσαις	γλῶσσα	feminine	dative	-	-	-	-	plural	tongue; speech, language	noun	20	-	Ro 3:13	tongue
γλώσσας	γλῶσσα	feminine	accusative	-	-	-	-	plural	tongue; speech, language	noun	20	-	Re 16:10	tongue
γλώσσης	γλῶσσα	feminine	genitive	-	-	-	-	singular	tongue; speech, language	noun	20	-	Mk 7:33,Mk 7:35	tongue
γλώσσης	γλῶσσα	feminine	genitive	-	-	-	-	singular	tongue; speech, language	noun	20	-	Re 5:9	people group ⇔ language
γλώσσης	γλῶσσα	feminine	genitive	-	-	-	-	singular	tongue; speech, language	noun	20	-	1 Co 14:9	language (supernatural) ⇔ tongue
γλώσσῃ	γλῶσσα	feminine	dative	-	-	-	-	singular	tongue; speech, language	noun	20	-	1 Co 14:4,1 Co 14:13,1 Co 14:14,1 Co 14:19,1 Co 14:27,1 Co 14:2	language (supernatural) ⇔ tongue
γλώσσῃ	γλῶσσα	feminine	dative	-	-	-	-	singular	tongue; speech, language	noun	20	-	1 Jn 3:18	speech ⇔ tongue
γλῶσσά	γλῶσσα	feminine	nominative	-	-	-	-	singular	tongue; speech, language	noun	20	-	Ac 2:26	speech ⇔ tongue
γλῶσσάν	γλῶσσα	feminine	accusative	-	-	-	-	singular	tongue; speech, language	noun	20	-	Lk 16:24	tongue
γλῶσσα	γλῶσσα	feminine	nominative	-	-	-	-	singular	tongue; speech, language	noun	20	-	Ro 14:11,Php 2:11	person ⇔ speech
γλῶσσα	γλῶσσα	feminine	nominative	-	-	-	-	singular	tongue; speech, language	noun	20	-	Lk 1:64	speech faculty ⇔ tongue
γλῶσσα	γλῶσσα	feminine	nominative	-	-	-	-	singular	tongue; speech, language	noun	20	-	Jas 3:5,Jas 3:6,Jas 3:6	tongue
γλῶσσαι	γλῶσσα	feminine	nominative	-	-	-	-	plural	tongue; speech, language	noun	20	-	Re 17:15	people group ⇔ language
γλῶσσαι	γλῶσσα	feminine	nominative	-	-	-	-	plural	tongue; speech, language	noun	20	-	1 Co 13:8,1 Co 14:22	language (supernatural) ⇔ tongue
γλῶσσαι	γλῶσσα	feminine	nominative	-	-	-	-	plural	tongue; speech, language	noun	20	-	Ac 2:3	tongue
γλῶσσαν	γλῶσσα	feminine	accusative	-	-	-	-	singular	tongue; speech, language	noun	20	-	Re 13:7,Re 14:6	people group ⇔ language
γλῶσσαν	γλῶσσα	feminine	accusative	-	-	-	-	singular	tongue; speech, language	noun	20	-	1 Co 14:26	language (supernatural) ⇔ tongue
γλῶσσαν	γλῶσσα	feminine	accusative	-	-	-	-	singular	tongue; speech, language	noun	20	-	Jas 3:8	tongue
γλῶσσαν	γλῶσσα	feminine	accusative	-	-	-	-	singular	tongue; speech, language	noun	20	-	Jas 1:26,1 Pe 3:10	speech ⇔ tongue
γνήσιε	γνήσιος	masculine	vocative	-	-	-	-	singular	-	adjective	-	-	Php 4:3	sincere
γνήσιον	γνήσιος	neuter	accusative	-	-	-	-	singular	-	adjective	-	-	2 Co 8:8	sincerity
γνησίῳ	γνήσιος	neuter	dative	-	-	-	-	singular	-	adjective	-	-	1 Ti 1:2,Tt 1:4	sincere
Γνωρίζομεν	γνωρίζω	-	-	present	active	indicative	first person	plural	-	verb	-	-	2 Co 8:1	to cause to know
Γνωρίζω	γνωρίζω	-	-	present	active	indicative	first person	singular	-	verb	-	-	1 Co 15:1,Ga 1:11	to cause to know
γνωρίζω	γνωρίζω	-	-	present	active	indicative	first person	singular	-	verb	-	-	Php 1:22	to know (cognitive)
γνωρίζω	γνωρίζω	-	-	present	active	indicative	first person	singular	-	verb	-	-	1 Co 12:3	to cause to know
γνωρίσαι	γνωρίζω	-	-	aorist	active	infinitive	-	-	-	verb	-	-	Ro 9:22,Eph 6:19,Col 1:27	to cause to know
γνωρίσας	γνωρίζω	masculine	nominative	aorist	active	participle	-	singular	-	verb	-	-	Eph 1:9	to cause to know
γνωρίσει	γνωρίζω	-	-	future	active	indicative	third person	singular	-	verb	-	-	Eph 6:21,Col 4:7	to cause to know
γνωρίσουσιν	γνωρίζω	-	-	future	active	indicative	third person	plural	-	verb	-	-	Col 4:9	to cause to know
γνωρίσω	γνωρίζω	-	-	future	active	indicative	first person	singular	-	verb	-	-	Jn 17:26	to cause to know
γνωρίσῃ	γνωρίζω	-	-	aorist	active	subjunctive	third person	singular	-	verb	-	-	Ro 9:23	to cause to know
γνωριζέσθω	γνωρίζω	-	-	present	passive	imperative	third person	singular	-	verb	-	-	Php 4:6	to be made known
γνωρισθέντος	γνωρίζω	neuter	genitive	aorist	passive	participle	-	singular	-	verb	-	-	Ro 16:26	to be made known
γνωρισθῇ	γνωρίζω	-	-	aorist	passive	subjunctive	third person	singular	-	verb	-	-	Eph 3:10	to be made known
ἐγνωρίσαμεν	γνωρίζω	-	-	aorist	active	indicative	first person	plural	-	verb	-	-	2 Pe 1:16	to cause to know
ἐγνωρίσθη	γνωρίζω	-	-	aorist	passive	indicative	third person	singular	-	verb	-	-	Eph 3:3,Eph 3:5	to be made known
ἐγνώρισάς	γνωρίζω	-	-	aorist	active	indicative	second person	singular	-	verb	-	-	Ac 2:28	to cause to know
ἐγνώρισα	γνωρίζω	-	-	aorist	active	indicative	first person	singular	-	verb	-	-	Jn 15:15,Jn 17:26	to cause to know
ἐγνώρισαν	γνωρίζω	-	-	aorist	active	indicative	third person	plural	-	verb	-	-	Lk 2:17	to cause to know
ἐγνώρισεν	γνωρίζω	-	-	aorist	active	indicative	third person	singular	-	verb	-	-	Lk 2:15	to cause to know
γνωστοὶ	γνωστός	masculine	nominative	-	-	-	-	plural	-	adjective	-	-	Lk 23:49	acquaintance
γνωστοῖς	γνωστός	masculine	dative	-	-	-	-	plural	-	adjective	-	-	Lk 2:44	acquaintance
γνωστὰ	γνωστός	neuter	accusative, nominative	-	-	-	-	plural	-	adjective	-	-	Ac 15:18	known
γνωστὸν	γνωστός	neuter	nominative	-	-	-	-	singular	-	adjective	-	-	Ac 2:14,Ac 4:10,Ac 13:38,Ac 28:28	to be known (state), known
γνωστὸν	γνωστός	neuter	nominative	-	-	-	-	singular	-	adjective	-	-	Ac 28:22	known
γνωστὸν	γνωστός	neuter	nominative	-	-	-	-	singular	-	adjective	-	-	Ro 1:19	knowable (thing)
γνωστὸν	γνωστός	neuter	nominative	-	-	-	-	singular	-	adjective	-	-	Ac 4:16	noteworthy
γνωστὸν	γνωστός	neuter	nominative	-	-	-	-	singular	-	adjective	-	-	Ac 1:19,Ac 9:42,Ac 19:17	to be known (state), well known
γνωστὸς	γνωστός	masculine	nominative	-	-	-	-	singular	-	adjective	-	-	Jn 18:15,Jn 18:16	acquainted
γνώσει	γνῶσις	feminine	dative	-	-	-	-	singular	-	noun	-	-	1 Co 1:5,1 Co 8:11,1 Co 14:6,2 Co 6:6,2 Co 8:7,2 Co 11:6,2 Pe 1:6,2 Pe 3:18	knowledge
γνώσεως	γνῶσις	feminine	genitive	-	-	-	-	singular	-	noun	-	-	Ro 2:20,Ro 11:33,Ro 15:14,1 Co 12:8,2 Co 2:14,2 Co 4:6,2 Co 10:5,Eph 3:19,Php 3:8,Col 2:3,1 Ti 6:20	knowledge
γνώσεως	γνῶσις	feminine	genitive	-	-	-	-	singular	-	noun	-	-	Lk 11:52	understanding (capacity)
γνῶσιν	γνῶσις	feminine	accusative	-	-	-	-	singular	-	noun	-	-	Lk 1:77,1 Co 8:1,1 Co 8:10,1 Co 13:2,1 Pe 3:7,2 Pe 1:5	knowledge
γνῶσις	γνῶσις	feminine	nominative	-	-	-	-	singular	-	noun	-	-	1 Co 8:1,1 Co 8:7,1 Co 13:8	knowledge
γράμμα	γράμμα	neuter	nominative	-	-	-	-	singular	-	noun	-	-	2 Co 3:6	system ⇔ letter
γράμμασιν	γράμμα	neuter	dative	-	-	-	-	plural	-	noun	-	-	2 Co 3:7,Ga 6:11	letter (alphabet)
γράμμασιν	γράμμα	neuter	dative	-	-	-	-	plural	-	noun	-	-	Jn 5:47	letter (alphabet), document
γράμματα	γράμμα	neuter	accusative	-	-	-	-	plural	-	noun	-	-	Jn 7:15	literary learning
γράμματα	γράμμα	neuter	accusative	-	-	-	-	plural	-	noun	-	-	Ac 28:21	letter (written message)
γράμματα	γράμμα	neuter	accusative	-	-	-	-	plural	-	noun	-	-	2 Ti 3:15	document
γράμματα	γράμμα	neuter	nominative	-	-	-	-	plural	-	noun	-	-	Ac 26:24	literary learning
γράμματα	γράμμα	neuter	accusative	-	-	-	-	plural	-	noun	-	-	Lk 16:6,Lk 16:7	record of debt
γράμματι	γράμμα	neuter	dative	-	-	-	-	singular	-	noun	-	-	Ro 2:29	system ⇔ letter
γράμματος	γράμμα	neuter	genitive	-	-	-	-	singular	-	noun	-	-	Ro 2:27,Ro 7:6,2 Co 3:6	system ⇔ letter
Γράφω	γράφω	-	-	present	active	indicative	first person	singular	I write	verb	5	-	1 Jn 2:12	to write (communicate)
γέγραπται	γράφω	-	-	perfect	passive	indicative	third person	singular	I write	verb	5	-	Mt 2:5,Mt 4:4,Mt 4:6,Mt 4:7,Mt 4:10,Mt 11:10,Mt 21:13,Mt 26:24,Mt 26:31,Mk 1:2,Mk 7:6,Mk 9:12,Mk 9:13,Mk 11:17,Mk 14:21,Mk 14:27,Lk 2:23,Lk 3:4,Lk 4:4,Lk 4:8,Lk 4:10,Lk 7:27,Lk 10:26,Lk 19:46,Lk 24:46,Jn 8:17,Jn 20:31,Ac 1:20,Ac 7:42,Ac 13:33,Ac 15:15,Ac 23:5,Ro 1:17,Ro 2:24,Ro 3:4,Ro 3:10,Ro 4:17,Ro 8:36,Ro 9:13,Ro 9:33,Ro 10:15,Ro 11:8,Ro 11:26,Ro 12:19,Ro 14:11,Ro 15:3,Ro 15:9,Ro 15:21,1 Co 1:19,1 Co 1:31,1 Co 2:9,1 Co 3:19,1 Co 4:6,1 Co 9:9,1 Co 10:7,1 Co 14:21,1 Co 15:45,2 Co 8:15,2 Co 9:9,Ga 3:10,Ga 3:13,Ga 4:22,Ga 4:27,Heb 10:7,1 Pe 1:16,Re 13:8,Re 17:8	to be written (state)
γέγραφα	γράφω	-	-	perfect	active	indicative	first person	singular	I write	verb	5	-	Jn 19:22,Jn 19:22	to write (communicate)
γεγραμμένα	γράφω	neuter	nominative	perfect	passive	participle	-	plural	I write	verb	5	-	Lk 18:31,Jn 12:16,Jn 20:30	to be written (state)
γεγραμμένα	γράφω	neuter	accusative	perfect	passive	participle	-	plural	I write	verb	5	-	Lk 21:22,Lk 24:44,Ac 13:29,Re 1:3	to be written (state)
γεγραμμένας	γράφω	feminine	accusative	perfect	passive	participle	-	plural	I write	verb	5	-	Re 22:18	to be written (state)
γεγραμμένην	γράφω	feminine	accusative	perfect	passive	participle	-	singular	I write	verb	5	-	Mt 27:37	to be written (state)
γεγραμμένοι	γράφω	masculine	nominative	perfect	passive	participle	-	plural	I write	verb	5	-	Re 21:27	to be written (state)
γεγραμμένοις	γράφω	neuter	dative	perfect	passive	participle	-	plural	I write	verb	5	-	Ac 24:14,Ga 3:10	to be written (state)
γεγραμμένον	γράφω	neuter	nominative	perfect	passive	participle	-	singular	I write	verb	5	-	Lk 4:17,Lk 20:17,Jn 2:17,Jn 6:31,Jn 6:45,Jn 10:34,Jn 12:14,Jn 19:19,Jn 19:20,Re 17:5	to be written (state)
γεγραμμένον	γράφω	neuter	accusative, nominative	perfect	passive	participle	-	singular	I write	verb	5	-	Re 2:17	to be written (state)
γεγραμμένον	γράφω	neuter	accusative	perfect	passive	participle	-	singular	I write	verb	5	-	Lk 22:37,2 Co 4:13,Re 5:1,Re 14:1,Re 19:12,Re 19:16	to be written (state)
γεγραμμένος	γράφω	masculine	nominative	perfect	passive	participle	-	singular	I write	verb	5	-	Jn 15:25,1 Co 15:54,Re 20:15	to be written (state)
γεγραμμένων	γράφω	neuter	genitive	perfect	passive	participle	-	plural	I write	verb	5	-	Re 20:12,Re 22:19	to be written (state)
γράφε	γράφω	-	-	present	active	imperative	second person	singular	I write	verb	5	-	Jn 19:21	to write (communicate)
γράφει	γράφω	-	-	present	active	indicative	third person	singular	I write	verb	5	-	Ro 10:5	to write (communicate)
γράφειν	γράφω	-	-	present	active	infinitive	-	-	I write	verb	5	-	2 Co 9:1,Php 3:1,1 Th 4:9,2 Jn 12,3 Jn 13,Jud 3,Re 10:4	to write (communicate)
γράφεσθαι	γράφω	-	-	present	passive	infinitive	-	-	I write	verb	5	-	1 Th 5:1	to be written (state)
γράφηται	γράφω	-	-	present	passive	subjunctive	third person	singular	I write	verb	5	-	Jn 21:25	to be written (state)
γράφομεν	γράφω	-	-	present	active	indicative	first person	plural	I write	verb	5	-	2 Co 1:13,1 Jn 1:4	to write (communicate)
γράφω	γράφω	-	-	present	active	indicative	first person	singular	I write	verb	5	-	1 Co 4:14,1 Co 14:37,2 Co 13:10,Ga 1:20,2 Pe 3:1,1 Jn 2:1,1 Jn 2:7,1 Jn 2:8,1 Jn 2:13,1 Jn 2:13	to write (communicate)
γράφω	γράφω	-	-	present	active	indicative	first person	singular	I write	verb	5	-	2 Th 3:17,1 Ti 3:14	to be written (state)
γράφων	γράφω	masculine	nominative	present	active	participle	-	singular	I write	verb	5	-	2 Jn 5	to write (communicate)
γράψαι	γράφω	-	-	aorist	active	infinitive	-	-	I write	verb	5	-	Mk 10:4,Lk 1:3,Ac 25:26,3 Jn 13,Jud 3	to write (communicate)
γράψαντες	γράφω	masculine	nominative	aorist	active	participle	-	plural	I write	verb	5	-	Ac 15:23	to write (communicate)
γράψας	γράφω	masculine	nominative	aorist	active	participle	-	singular	I write	verb	5	-	Jn 21:24,Ac 23:25,Ro 16:22	to write (communicate)
γράψον	γράφω	-	-	aorist	active	imperative	second person	singular	I write	verb	5	-	Lk 16:6,Lk 16:7,Re 1:11,Re 1:19,Re 2:1,Re 2:8,Re 2:12,Re 2:18,Re 3:1,Re 3:7,Re 3:14,Re 14:13,Re 19:9,Re 21:5	to write (communicate)
γράψω	γράφω	-	-	future	active	indicative	first person	singular	I write	verb	5	-	Re 3:12	to write (communicate)
γράψω	γράφω	-	-	aorist	active	subjunctive	first person	singular	I write	verb	5	-	Ac 25:26	to write (communicate)
γράψῃς	γράφω	-	-	aorist	active	subjunctive	second person	singular	I write	verb	5	-	Re 10:4	to write (communicate)
γραφόμενα	γράφω	neuter	accusative	present	passive	participle	-	plural	I write	verb	5	-	Jn 21:25	to be written (state)
ἐγράφη	γράφω	-	-	aorist	passive	indicative	third person	singular	I write	verb	5	-	Ro 4:23,Ro 15:4,1 Co 9:10,1 Co 10:11	to be written (state)
ἐγράψατε	γράφω	-	-	aorist	active	indicative	second person	plural	I write	verb	5	-	1 Co 7:1	to write (communicate)
ἔγραφεν	γράφω	-	-	imperfect	active	indicative	third person	singular	I write	verb	5	-	Jn 8:8	to write (communicate)
ἔγραψά	γράφω	-	-	aorist	active	indicative	first person	singular	I write	verb	5	-	Phm 21	to write (communicate)
ἔγραψα	γράφω	-	-	aorist	active	indicative	first person	singular	I write	verb	5	-	Ro 15:15,1 Co 5:11,1 Co 9:15,2 Co 2:3,2 Co 2:4,2 Co 2:9,2 Co 7:12,Ga 6:11,Phm 19,1 Pe 5:12,1 Jn 2:14,1 Jn 2:14,1 Jn 2:14,1 Jn 2:21,1 Jn 2:26,1 Jn 5:13	to write (communicate)
