Reference	Abbr	Text
Hebrews 7:6	Heb 7:6	But this man who does not have his descent from them received tithes from Abraham and blessed him who had the promises. 
Hebrews 7:7	Heb 7:7	It is beyond dispute that the inferior is blessed by the superior. 
Hebrews 7:8	Heb 7:8	In the one case tithes are received by mortal men, but in the other case, by one of whom it is testified that he lives. 
Hebrews 7:9	Heb 7:9	One might even say that Levi himself, who receives tithes, paid tithes through Abraham, 
Hebrews 7:10	Heb 7:10	for he was still in the loins of his ancestor when Melchizedek met him. 
Hebrews 7:11	Heb 7:11	Now if perfection had been attainable through the Levitical priesthood (for under it the people received the law), what further need would there have been for another priest to arise after the order of Melchizedek, rather than one named after the order of Aaron? 
Hebrews 7:12	Heb 7:12	For when there is a change in the priesthood, there is necessarily a change in the law as well. 
Hebrews 7:13	Heb 7:13	For the one of whom these things are spoken belonged to another tribe, from which no one has ever served at the altar. 
Hebrews 7:14	Heb 7:14	For it is evident that our Lord was descended from Judah, and in connection with that tribe Moses said nothing about priests. 
Hebrews 7:15	Heb 7:15	This becomes even more evident when another priest arises in the likeness of Melchizedek, 
Hebrews 7:16	Heb 7:16	who has become a priest, not on the basis of a legal requirement concerning bodily descent, but by the power of an indestructible life. 
Hebrews 7:17	Heb 7:17	For it is witnessed of him, “You are a priest forever, after the order of Melchizedek.” 
Hebrews 7:18	Heb 7:18	For on the one hand, a former commandment is set aside because of its weakness and uselessness 
Hebrews 7:19	Heb 7:19	(for the law made nothing perfect); but on the other hand, a better hope is introduced, through which we draw near to God. 
Hebrews 7:20	Heb 7:20	And it was not without an oath. For those who formerly became priests were made such without an oath, 
Hebrews 7:21	Heb 7:21	but this one was made a priest with an oath by the one who said to him: “The Lord has sworn and will not change his mind, ‘You are a priest forever.’ ” 
Hebrews 7:22	Heb 7:22	This makes Jesus the guarantor of a better covenant. 
Hebrews 7:23	Heb 7:23	The former priests were many in number, because they were prevented by death from continuing in office, 
Hebrews 7:24	Heb 7:24	but he holds his priesthood permanently, because he continues forever. 
Hebrews 7:25	Heb 7:25	Consequently, he is able to save to the uttermost those who draw near to God through him, since he always lives to make intercession for them. 
Hebrews 7:26	Heb 7:26	For it was indeed fitting that we should have such a high priest, holy, innocent, unstained, separated from sinners, and exalted above the heavens. 
Hebrews 7:27	Heb 7:27	He has no need, like those high priests, to offer sacrifices daily, first for his own sins and then for those of the people, since he did this once for all when he offered up himself. 
Hebrews 7:28	Heb 7:28	For the law appoints men in their weakness as high priests, but the word of the oath, which came later than the law, appoints a Son who has been made perfect forever. 
Hebrews 8:1	Heb 8:1	Now the point in what we are saying is this: we have such a high priest, one who is seated at the right hand of the throne of the Majesty in heaven, 
Hebrews 8:2	Heb 8:2	a minister in the holy places, in the true tent that the Lord set up, not man. 
Hebrews 8:3	Heb 8:3	For every high priest is appointed to offer gifts and sacrifices; thus it is necessary for this priest also to have something to offer. 
Hebrews 8:4	Heb 8:4	Now if he were on earth, he would not be a priest at all, since there are priests who offer gifts according to the law. 
Hebrews 8:5	Heb 8:5	They serve a copy and shadow of the heavenly things. For when Moses was about to erect the tent, he was instructed by God, saying, “See that you make everything according to the pattern that was shown you on the mountain.” 
Hebrews 8:6	Heb 8:6	But as it is, Christ has obtained a ministry that is as much more excellent than the old as the covenant he mediates is better, since it is enacted on better promises. 
Hebrews 8:7	Heb 8:7	For if that first covenant had been faultless, there would have been no occasion to look for a second. 
Hebrews 8:8	Heb 8:8	For he finds fault with them when he says: “Behold, the days are coming, declares the Lord, when I will establish a new covenant with the house of Israel and with the house of Judah, 
Hebrews 8:9	Heb 8:9	not like the covenant that I made with their fathers on the day when I took them by the hand to bring them out of the land of Egypt.  For they did not continue in my covenant, and so I showed no concern for them, declares the Lord. 
Hebrews 8:10	Heb 8:10	For this is the covenant that I will make with the house of Israel after those days, declares the Lord: I will put my laws into their minds, and write them on their hearts, and I will be their God, and they shall be my people. 
Hebrews 8:11	Heb 8:11	And they shall not teach, each one his neighbor and each one his brother, saying, ‘Know the Lord,’ for they shall all know me, from the least of them to the greatest. 
Hebrews 8:12	Heb 8:12	For I will be merciful toward their iniquities, and I will remember their sins no more.” 
Hebrews 8:13	Heb 8:13	In speaking of a new covenant, he makes the first one obsolete. And what is becoming obsolete and growing old is ready to vanish away. 
Hebrews 9:1	Heb 9:1	Now even the first covenant had regulations for worship and an earthly place of holiness. 
Hebrews 9:2	Heb 9:2	For a tent was prepared, the first section, in which were the lampstand and the table and the bread of the Presence. It is called the Holy Place. 
Hebrews 9:3	Heb 9:3	Behind the second curtain was a second section called the Most Holy Place, 
Hebrews 9:4	Heb 9:4	having the golden altar of incense and the ark of the covenant covered on all sides with gold, in which was a golden urn holding the manna, and Aaron’s staff that budded, and the tablets of the covenant. 
Hebrews 9:5	Heb 9:5	Above it were the cherubim of glory overshadowing the mercy seat. Of these things we cannot now speak in detail. 
Hebrews 9:6	Heb 9:6	These preparations having thus been made, the priests go regularly into the first section, performing their ritual duties, 
Hebrews 9:7	Heb 9:7	but into the second only the high priest goes, and he but once a year, and not without taking blood, which he offers for himself and for the unintentional sins of the people. 
Hebrews 9:8	Heb 9:8	By this the Holy Spirit indicates that the way into the holy places is not yet opened as long as the first section is still standing 
Hebrews 9:9	Heb 9:9	(which is symbolic for the present age). According to this arrangement, gifts and sacrifices are offered that cannot perfect the conscience of the worshiper, 
Hebrews 9:10	Heb 9:10	but deal only with food and drink and various washings, regulations for the body imposed until the time of reformation. 
Hebrews 9:11	Heb 9:11	But when Christ appeared as a high priest of the good things that have come, then through the greater and more perfect tent (not made with hands, that is, not of this creation) 
Hebrews 9:12	Heb 9:12	he entered once for all into the holy places, not by means of the blood of goats and calves but by means of his own blood, thus securing an eternal redemption. 
Hebrews 9:13	Heb 9:13	For if the blood of goats and bulls, and the sprinkling of defiled persons with the ashes of a heifer, sanctify for the purification of the flesh, 
Hebrews 9:14	Heb 9:14	how much more will the blood of Christ, who through the eternal Spirit offered himself without blemish to God, purify our conscience from dead works to serve the living God. 
Hebrews 9:15	Heb 9:15	Therefore he is the mediator of a new covenant, so that those who are called may receive the promised eternal inheritance, since a death has occurred that redeems them from the transgressions committed under the first covenant. 
Hebrews 9:16	Heb 9:16	For where a will is involved, the death of the one who made it must be established. 
Hebrews 9:17	Heb 9:17	For a will takes effect only at death, since it is not in force as long as the one who made it is alive. 
Hebrews 9:18	Heb 9:18	Therefore not even the first covenant was inaugurated without blood. 
Hebrews 9:19	Heb 9:19	For when every commandment of the law had been declared by Moses to all the people, he took the blood of calves and goats, with water and scarlet wool and hyssop, and sprinkled both the book itself and all the people, 
